ENSG00000118242,MREG,melanosome biogenesis,tumor progression,metastasis,cell migration,invasion,epithelial-mesenchymal transition
ENSG00000177181,RIMKLA,ribosomal protein modification,methylthiolation,protein synthesis,translation accuracy,cellular proliferation,survival mechanisms
ENSG00000188352,FOCAD,cell adhesion,tumor metastasis,cell migration,metastatic spread,focal adhesion complex,cancer aggressiveness
ENSG00000072954,TMEM38A,calcium homeostasis,sarcoplasmic reticulum,intracellular calcium signaling,cell proliferation,tumor progression,calcium channel dysfunction
ENSG00000151806,GUF1,mitochondrial gtpase,rna splicing,mitochondrial translation,mitochondrial homeostasis,cancer progression,energetics alteration
ENSG00000188175,HEPACAM2,cell adhesion molecule,tumor invasion,metastasis,cell-cell interactions,adhesion properties,tumor microenvironment
ENSG00000068137,PLEKHH3,cell adhesion regulation,migration control,ph domain interaction,intracellular signaling,tumor metastasis,growth modulation
ENSG00000168671,UGT3A2,drug metabolism,detoxification,xenobiotic metabolism,tumor progression,drug resistance,glucuronidation
ENSG00000163898,LIPH,lipid metabolism regulation,tumorigenesis promotion,prognostic indicator,therapeutic target,tumor microenvironment modulation,protein interaction
ENSG00000087116,ADAMTS2,extracellular matrix remodeling,procollagen processing,connective tissue disorder,tumor progression,metastasis,cell adhesion
ENSG00000214456,PLIN5,lipid metabolism regulation,lipid droplet localization,tumor cell growth,metastatic potential,energy balance control,oncogenic pathways
ENSG00000100344,PNPLA3,lipid metabolism,triglyceride hydrolysis,non-alcoholic fatty liver disease (nafld),hepatocellular carcinoma,adipose tissue expression,tumor growth promotion
ENSG00000139974,SLC38A6,amino acid transport,nutrient sensing,glutamine uptake,metabolic reprogramming,tumor growth,signaling pathways interaction
ENSG00000281919,SLC45A2,vitamin c transporter,melanin synthesis,cellular uptake,transport protein,melanoma biology,tumor microenvironment
ENSG00000140675,SLC5A2,glucose metabolism,glucose uptake,energy supply,aerobic glycolysis,tumor proliferation,metabolic vulnerabilities
ENSG00000113296,THBS4,cell adhesion,angiogenesis promotion,extracellular matrix interactions,tumor growth,metastasis,prognostic marker
ENSG00000205268,PDE7A,camp signaling,cell proliferation,metastasis,intracellular signaling,tumor growth,therapeutic target
ENSG00000188782,CATSPER4,sperm motility,fertilization,male infertility,ion channel,calcium entry,reproductive dysfunction
ENSG00000170464,DNAJC18,chaperone protein,protein folding regulation,stress response,cell proliferation promotion,apoptosis inhibition,oncogenic potential
ENSG00000103196,CRISPLD2,tumor suppression,apoptosis induction,immune response regulation,cell signaling pathways,downregulation in cancer,tumor progression suppression
ENSG00000164176,EDIL3,cell adhesion,migration,integrin interaction,angiogenesis,promotes invasion,prognostic marker
ENSG00000136883,KIF12,cell division,chromosome segregation,genomic instability,tumorigenesis,tumor growth,metastasis
ENSG00000146006,LRRTM2,synaptic function,plasticity regulation,excitatory synapse development,neurexin interaction,neurological disorders association,tumorigenesis potential
